"radius_mean","texture_mean","perimeter_mean","area_mean","smoothness_mean","compactness_mean","concavity_mean","concave.points_mean","symmetry_mean","fractal_dimension_mean","radius_se","texture_se","perimeter_se","area_se","smoothness_se","compactness_se","concavity_se","concave.points_se","symmetry_se","fractal_dimension_se","radius_worst","texture_worst","perimeter_worst","area_worst","smoothness_worst","compactness_worst","concavity_worst","concave.points_worst","symmetry_worst","fractal_dimension_worst"
-0.660158782450032,-0.100561218642627,-0.687760768144384,-0.650785130209711,-0.544065977234545,-0.669876970468501,-0.772281371752549,-0.905635886083444,-1.02140732853338,-0.312626427219648,-0.666627898325317,-0.632162045881797,-0.697228233693993,-0.504055003496964,-0.503466353498994,-0.464986090598259,-0.385031297048147,-0.825535725128706,-0.535859652908598,-0.331394506016504,-0.62841074665125,-0.112402428706185,-0.665622904732599,-0.600196064265677,-0.178811938825148,-0.421626131918219,-0.598367159459024,-0.692992914030443,-0.570574189099994,-0.211089576531759
-0.158333192459513,-0.994266240883311,-0.177819823736877,-0.233921892715398,-0.962665746220323,-0.552562198969914,-0.580248458958676,-0.634061720600156,-0.0867953695446277,-0.530457866353785,-0.945813495208357,-1.19589604153511,-0.855298849412073,-0.61974344994822,-0.598834143505662,0.201576938895546,-0.255281413431471,-0.574517127900636,-0.305350566490297,0.336486909075849,-0.376034734783831,-0.987465466416251,-0.29400193101269,-0.409021243108066,-0.199837077723776,0.338475996913171,-0.0677882208836919,-0.148843095224581,0.78426682057083,0.708861808370577
-0.751149136679082,1.07611109296186,-0.727325151762209,-0.717712714211092,-0.273329808238767,-0.0706302209926952,0.254851632058222,-0.222417762900997,-1.54464568395179,0.385795624504181,-0.610109838468506,2.92066908344734,-0.470491373830158,-0.507062502104882,0.335457517280971,0.200516377193886,0.81890418083221,0.0985060097263953,-0.6819248165796,0.291869959455085,-0.795304560950671,1.87816152810344,-0.751381590975655,-0.724710107675467,-0.103121438790089,-0.0260501057208376,0.444911463841651,-0.28191750638554,-1.24322412699995,0.202189495469959
-0.417517837839232,-1.31732056290699,-0.437186338564833,-0.47568071655712,0.00851348563888928,-0.399582288605245,-0.940127860719852,-0.771864196035554,-0.642510588402805,-0.254084227952348,-0.807923047967343,-0.932065046351457,-0.745156350413178,-0.579041968787726,-0.332429694044413,-0.755049716002484,-0.837721468882608,-0.633488557205925,-0.812014102974087,-0.856501682322414,-0.587704938285537,-1.34076194519265,-0.568779762444522,-0.587416536925421,-0.103121438790089,-0.67499350819535,-1.05631766955724,-0.778508601022266,-0.834545559528817,-0.810036648404344
-0.125245790921677,-0.843350353222615,-0.173823421351238,-0.21944368066612,-0.581552523710883,-0.702826489623968,-0.968446638366037,-1.00622917391042,-1.48330049745446,-0.597168744588616,-0.210057306349514,-1.29766440427438,-0.332698038262502,-0.259044116905222,-0.217362983478991,-0.767776456422414,-0.799350711843204,-0.995585613866181,-0.979760814377504,-0.454262721125992,-0.22745853424898,-1.33749068150028,-0.295752108282956,-0.32336387066527,-1.05345771700806,-0.924013895173607,-1.13923874957502,-1.23324201728931,-1.64554193855713,-0.872671636312588
-0.0507991374615448,1.83540665275474,-0.0535317095435111,-0.179833477889793,0.190392655579642,0.119463158750385,-0.554360477676971,-0.172284869643878,-1.0069731670046,-0.157421526836574,-0.18213874666121,0.460105244614331,-0.0317647669391602,-0.249019121545494,0.0402863901783667,0.039310998541446,-0.376555173997811,0.658578579054407,-0.00637343460121465,0.486125293957794,-0.221352662994123,1.22554442147481,-0.228661979589409,-0.323191174349861,-0.342808022234444,-0.183162718951509,-0.668434505627897,-0.157844746486878,-1.02377804796876,-0.0276585405147581
1.01902684559516,1.20580443392027,0.898411338715645,0.90876416392858,-0.555173102116422,-0.64688472358529,-0.40401572253392,-0.0614382714874342,-1.0033646266224,-1.05733765975948,0.0109078794762094,0.357291316504453,-0.0884489819051189,0.0711792302442044,-0.526292086844852,-0.760882805361618,-0.522931298982453,-0.548619621909425,-0.760663068871,-0.390082955133047,0.922480552082403,1.47416046209524,0.78935779928224,0.735955328052694,-0.0316359665347545,-0.467580018792013,-0.304084305549755,-0.0258205279731868,-0.619870047433088,-0.23625541988775
0.561317790988428,0.316815533168985,0.566709940707627,0.402846263640593,1.41287058789135,0.468872894849571,0.699687366757953,0.881765509189218,0.476136930077942,-0.0131081984102072,0.0664045286127162,0.0070269173504617,0.144278892548614,0.0431092432369671,-0.134502444620739,-0.276206107702638,0.00715239639622622,0.293517350021664,-0.627150380202974,-0.377041077551593,0.588692923483559,0.769203136388629,0.634758807075371,0.392289660389057,1.12474667288977,0.240979236924177,0.42896510229977,0.64480249106795,0.332653150680556,-0.0953266970942006
0.845317987521524,-0.539160517156525,0.810490486231592,0.715630278667453,0.295216146652366,-0.0344219581844894,0.442022952123136,0.847755757482127,-0.011016021518513,-0.91710867081688,-0.370078319197111,-0.646799961070322,-0.352053623860634,-0.173029656718759,-0.741104125318887,-0.583769001184267,-0.29146793876175,0.0907055561145843,-0.789191421150493,-0.523590596690563,0.70470447732584,-0.0960461102443146,0.666845390363589,0.566712938952008,0.393071839217524,-0.0956019345027948,0.323139248430919,1.05587789871285,0.388309764927596,-0.143980660915784
-1.23863685266987,-0.0581161252380562,-1.23047221211413,-1.0285845125522,0.76032700108101,-0.410444767447706,-0.988087472991031,-0.761031460306629,2.60517575557356,1.01069956552024,0.948222450475004,0.904470527123126,0.760431700755825,0.0252647514966521,1.85821534460055,-0.381201716167057,-0.855423525868501,-0.236913495581467,1.15758333840209,0.115804612105456,-1.05378644407295,-0.410087424712226,-1.05737091706057,-0.885835769951936,0.317381339182465,-0.749513324747447,-1.20843629420525,-1.04165687292342,0.480540725679835,-0.202141721116296
